subject	subject_activity	subject_location	subject_process	relation	object	object_activity	object_location	object_process	model	state
UniProtKB:P01579	GO:0005125	GO:0005615	GO:0060333	RO:0002629	UniProtKB:P15260	GO:0004906	GO:0016020	GO:0060333	gomodel:62b4ffe300002753	production
REACTO:R-HSA-197943	GO:0004713	GO:0005886	GO:0038095	RO:0002413	REACTO:R-HSA-2454229	GO:0004713	GO:0005886	GO:0038095	gomodel:R-HSA-2454202	development
REACTO:R-HSA-197943	GO:0004713	GO:0005886	GO:0038095	RO:0002629	REACTO:R-HSA-2454229	GO:0004713	GO:0005886	GO:0038095	gomodel:R-HSA-2454202	development
UniProtKB:O00206	GO:0038023	GO:0005886	GO:0034142	RO:0002629	UniProtKB:P58753	GO:0060090	GO:0031234	GO:0034142	gomodel:62b4ffe300005014	production
UniProtKB:P26672	GO:0140311	GO:0031234	GO:0039722	RO:0002630	UniProtKB:P58753	GO:0060090	GO:0031234	GO:0034142	gomodel:62b4ffe300005014	production
UniProtKB:P58753	GO:0060090	GO:0031234	GO:0034142	RO:0002629	UniProtKB:Q99836	GO:0060090	GO:0031234	GO:0034142	gomodel:62b4ffe300005014	production
REACTO:R-HSA-6786837	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-6786837	GO:0004549	GO:0005759	GO:0090646	gomodel:R-HSA-6785470	development
REACTO:R-HSA-73640	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-73640	GO:0036175	GO:0005829	GO:0015949	gomodel:R-HSA-499943	development
REACTO:R-HSA-73640	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-73640	GO:0036175	GO:0005829	GO:0015949	gomodel:R-HSA-499943	development
REACTO:R-HSA-111740	GO:0015038	GO:0005829	GO:0015949	RO:0002413	REACTO:R-HSA-73640	GO:0036175	GO:0005829	GO:0015949	gomodel:R-HSA-499943	development
REACTO:R-HSA-111740	GO:0015038	GO:0005829	GO:0015949	RO:0002413	REACTO:R-HSA-111795	GO:0036175	GO:0005829	GO:0015949	gomodel:R-HSA-499943	development
REACTO:R-HSA-111795	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-111795	GO:0036175	GO:0005829	GO:0015949	gomodel:R-HSA-499943	development
REACTO:R-HSA-111795	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-111795	GO:0036175	GO:0005829	GO:0015949	gomodel:R-HSA-499943	development
UniProtKB:Q16552	GO:0005125	GO:0005615	GO:0038173	RO:0002629	UniProtKB:Q96F46	GO:0030368	GO:0005886	GO:0038173	gomodel:627d95ee00001405	production
UniProtKB:P0DTC8	GO:0005125	GO:0005615	GO:0019049	RO:0002413	UniProtKB:Q96F46	GO:0030368	GO:0005886	GO:0038173	gomodel:627d95ee00001405	production
UniProtKB:P0DTC8	GO:0005125	GO:0005615	GO:0019049	RO:0002629	UniProtKB:Q96F46	GO:0030368	GO:0005886	GO:0038173	gomodel:627d95ee00001405	production
UniProtKB:Q96F46	GO:0030368	GO:0005886	GO:0038173	RO:0002629	UniProtKB:Q8NAC3	GO:0015026	GO:0005886	GO:0038173	gomodel:627d95ee00001405	production
UniProtKB:Q8NAC3	GO:0015026	GO:0005886	GO:0038173	RO:0002629	UniProtKB:O43734	GO:0061630	GO:0031234	GO:0038173	gomodel:627d95ee00001405	production
UniProtKB:O43734	GO:0061630	GO:0031234	GO:0038173	RO:0002629	UniProtKB:Q9Y4K3	GO:0061630	GO:0031234	GO:0038173	gomodel:627d95ee00001405	production
REACTO:R-HSA-2997551	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-2997551	GO:0004674	GO:0005829	GO:0008150	gomodel:R-HSA-196299	development
REACTO:R-HSA-2997551	GO:0004674	GO:0005829	GO:0008150	RO:0002413	REACTO:R-HSA-2997551	GO:0004674	GO:0005829	GO:0008150	gomodel:R-HSA-196299	development
REACTO:R-HSA-2997551	GO:0004674	GO:0005829	GO:0008150	RO:0002629	REACTO:R-HSA-2997551	GO:0004674	GO:0005829	GO:0008150	gomodel:R-HSA-196299	development
REACTO:R-HSA-3601581	GO:0004674	GO:0005829	GO:0008150	RO:0002413	REACTO:R-HSA-2997551	GO:0004674	GO:0005829	GO:0008150	gomodel:R-HSA-196299	development
REACTO:R-HSA-3601581	GO:0004674	GO:0005829	GO:0008150	RO:0002629	REACTO:R-HSA-2997551	GO:0004674	GO:0005829	GO:0008150	gomodel:R-HSA-196299	development
REACTO:R-HSA-70594	GO:0004069	GO:0005759	GO:0006094	RO:0002413	REACTO:R-HSA-372469	GO:0015172	GO:0005743	GO:0006094	gomodel:R-HSA-70263	development
REACTO:R-HSA-372815	GO:0004613	GO:0005759	GO:0006094	RO:0002413	REACTO:R-HSA-372445	GO:0015142	GO:0005743	GO:0006094	gomodel:R-HSA-70263	development
REACTO:R-HSA-211064	GO:0004713	GO:0005829	GO:0008150	RO:0002629	REACTO:R-HSA-196206	GO:0008195	GO:0005829	GO:0008150	gomodel:R-HSA-389513	development
REACTO:R-HSA-6785917	GO:0003839	GO:0005829	GO:0006750	RO:0002413	REACTO:R-HSA-1258421	GO:0004180	GO:0005829	GO:0006750	gomodel:R-HSA-174403	development
REACTO:R-HSA-6785917	GO:0003839	GO:0005829	GO:0006750	RO:0002413	REACTO:R-HSA-1247926	GO:0017168	GO:0005829	GO:0006750	gomodel:R-HSA-174403	development
REACTO:R-HSA-1247905	GO:0003839	GO:0005829	GO:0006750	RO:0002413	REACTO:R-HSA-1247926	GO:0017168	GO:0005829	GO:0006750	gomodel:R-HSA-174403	development
FB:FBgn0033483	GO:0048018	GO:0005615	GO:0033209	RO:0002629	FB:FBgn0032682	GO:0005031	GO:0005886	GO:0033209	gomodel:60d5209a00000233	production
FB:FBgn0032682	GO:0005031	GO:0005886	GO:0033209	RO:0002629	FB:FBgn0265464	GO:0032813	GO:0005737	GO:0033209	gomodel:60d5209a00000233	production
UniProtKB:Q14164	GO:0004704	GO:0005737	GO:0060340	RO:0002629	UniProtKB:P42224	GO:0003700	GO:0005634	GO:0060337	gomodel:63c0ac2b00000593	production
REACTO:R-HSA-9767994	GO:0050145	GO:0005829	GO:0008150	RO:0002413	REACTO:R-HSA-482610	GO:0004550	GO:0005829	GO:0008150	gomodel:R-HSA-9755088	development
REACTO:R-HSA-482610	GO:0004550	GO:0005829	GO:0008150	RO:0002413	REACTO:R-HSA-2509833	GO:0047429	GO:0005829	GO:0008150	gomodel:R-HSA-9755088	development
REACTO:R-HSA-380575	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-380575	GO:0000149	GO:0070083	GO:0006836	gomodel:R-HSA-212676	development
REACTO:R-HSA-372544	GO:0008504	GO:0070083	GO:0006836	RO:0002411	REACTO:R-HSA-380575	GO:0000149	GO:0070083	GO:0006836	gomodel:R-HSA-212676	development
REACTO:R-HSA-380575	GO:0000149	GO:0070083	GO:0006836	RO:0002413	REACTO:R-HSA-380573	GO:0000149	GO:0005886	GO:0006836	gomodel:R-HSA-212676	development
REACTO:R-HSA-380575	GO:0000149	GO:0070083	GO:0006836	RO:0002629	REACTO:R-HSA-380573	GO:0000149	GO:0005886	GO:0006836	gomodel:R-HSA-212676	development
UniProtKB:O95786	GO:0038187	GO:0005737	GO:0002753	RO:0002413	UniProtKB:Q14258	GO:0061630	GO:0005737	GO:0002753	gomodel:6438950a00000074	production
UniProtKB:Q6WB96	GO:0140311	GO:0030430	GO:0039532	RO:0002630	UniProtKB:Q14258	GO:0061630	GO:0005737	GO:0002753	gomodel:6438950a00000074	production
UniProtKB:Q14258	GO:0061630	GO:0005737	GO:0002753	RO:0002629	UniProtKB:Q7Z434	GO:0035591	GO:0031966	GO:0002753	gomodel:6438950a00000074	production
UniProtKB:Q6WB96	GO:0140311	GO:0030430	GO:0039532	RO:0002630	UniProtKB:Q7Z434	GO:0035591	GO:0031966	GO:0002753	gomodel:6438950a00000074	production
UniProtKB:P29466	GO:0004197	GO:0005737	GO:0051604,GO:0071222	RO:0002629	UniProtKB:P55210	GO:0004197	GO:0005634	GO:0030163,GO:0071222	gomodel:62b4ffe300001832	production
UniProtKB:P55210	GO:0004197	GO:0005634	GO:0030163,GO:0071222	RO:0002630	UniProtKB:P09874	GO:0003950	GO:0005634	GO:0070212,GO:0000122,GO:0043123	gomodel:62b4ffe300001832	production
REACTO:R-HSA-265156	GO:0004252	GO:0034774	GO:0030070	RO:0002413	REACTO:R-HSA-9023198	GO:0004181	GO:0030667	GO:0030070	gomodel:R-HSA-264876	development
REACTO:R-HSA-378974	GO:0004252	GO:0034774	GO:0030070	RO:0002413	REACTO:R-HSA-9023198	GO:0004181	GO:0030667	GO:0030070	gomodel:R-HSA-264876	development
REACTO:R-HSA-3878118	GO:0003777	GO:0005829	GO:0030070	RO:0002413	REACTO:R-HSA-1428499	GO:0000146	GO:0034774	GO:0030070	gomodel:R-HSA-264876	development
REACTO:R-HSA-1428499	GO:0000146	GO:0034774	GO:0030070	RO:0002413	REACTO:R-HSA-387383	GO:0000149	GO:0005886	GO:0030070	gomodel:R-HSA-264876	development
REACTO:R-HSA-387383	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-387383	GO:0000149	GO:0005886	GO:0030070	gomodel:R-HSA-264876	development
REACTO:R-HSA-9023198	GO:0004181	GO:0030667	GO:0030070	RO:0002413	REACTO:R-HSA-265156	GO:0004252	GO:0034774	GO:0030070	gomodel:R-HSA-264876	development
REACTO:R-HSA-977599	GO:0004252	GO:0005886	GO:0030449	RO:0002629	REACTO:R-HSA-976749	GO:0004252	GO:0005576	GO:0030449	gomodel:R-HSA-977606	development
UniProtKB:Q9Y3I1	GO:1990756	GO:0005634	GO:0070936,GO:0043161	RO:0002629	UniProtKB:P63208	GO:0160072	GO:0005634	GO:0070936,GO:0043161	gomodel:63c0ac2b00001853	production
UniProtKB:P63208	GO:0160072	GO:0005634	GO:0070936,GO:0043161	RO:0002629	UniProtKB:Q13616	GO:0160072	GO:0005634	GO:0070936,GO:0043161	gomodel:63c0ac2b00001853	production
FB:FBgn0284421	GO:0004175	GO:0009986	GO:0007219	RO:0002629	FB:FBgn0004647	GO:0003713	GO:0005634	GO:0007219	gomodel:60ad85f700000309	production
MGI:MGI:97370	GO:0003674	EMAPA:17529	GO:0046034,GO:0055074,GO:0010467,GO:0055062	RO:0002411	MGI:MGI:1351634	GO:0003674	EMAPA:17529	GO:0046034,GO:0055074,GO:0010467,GO:0055062	gomodel:60ad85f700002009	production
UniProtKB:I6WXK4	GO:0043130	GO:0030430	GO:0034054,GO:0052036	RO:0002629	UniProtKB:I6WXK4	GO:0106019	GO:0020002	GO:0034054,GO:0052036	gomodel:635b1e3e00002003	production
UniProtKB:I6WXK4	GO:0043130	GO:0030430	GO:0034054,GO:0052036	RO:0002629	UniProtKB:I6WXK4	GO:0043812	GO:0020002	GO:0034054,GO:0052036	gomodel:635b1e3e00002003	production
UniProtKB:I6WXK4	GO:0043812	GO:0020002	GO:0034054,GO:0052036	RO:0002630	UniProtKB:P57764	GO:0070273	GO:0005886	GO:0070269	gomodel:635b1e3e00002003	production
UniProtKB:P57764	GO:0005546	GO:0005886	GO:0070269	RO:0002629	UniProtKB:P57764	GO:0022829	GO:0005886	GO:0009306,GO:0050729,GO:0070269	gomodel:635b1e3e00002003	production
UniProtKB:P57764	GO:0070273	GO:0005886	GO:0070269	RO:0002629	UniProtKB:P57764	GO:0022829	GO:0005886	GO:0009306,GO:0050729,GO:0070269	gomodel:635b1e3e00002003	production
UniProtKB:Q8NCN4	GO:0061649	GO:0035861	GO:0000724	RO:0002630	UniProtKB:Q12888	GO:0061649	GO:0035861	GO:0006303	gomodel:617b481400003575	production
UniProtKB:Q8NCN4	GO:0061649	GO:0035861	GO:0000724	RO:0002630	UniProtKB:Q96RL1	GO:0061649	GO:0035861	GO:0006303	gomodel:617b481400003575	production
REACTO:R-HSA-2316432	GO:0046934	GO:0005886	GO:0051897	RO:0002411	REACTO:R-HSA-199420	GO:0016314	GO:0005829	GO:0051898	gomodel:R-HSA-1660499	development
REACTO:R-HSA-1806157	GO:0052812	GO:0005829	GO:0006661	RO:0002411	REACTO:R-HSA-199420	GO:0016314	GO:0005829	GO:0051898	gomodel:R-HSA-1660499	development
REACTO:R-HSA-1806233	GO:0046934	GO:0005829	GO:0006661	RO:0002411	REACTO:R-HSA-199420	GO:0016314	GO:0005829	GO:0051898	gomodel:R-HSA-1660499	development
REACTO:R-HSA-74693	GO:0046934			RO:0002411	REACTO:R-HSA-199420	GO:0016314	GO:0005829	GO:0051898	gomodel:R-HSA-1660499	development
UniProtKB:P20809	GO:0005125	GO:0005615	GO:0038154	RO:0002629	UniProtKB:Q14626	GO:0004921	GO:0005886	GO:0038154	gomodel:626b20c100001212	production
UniProtKB:Q14626	GO:0004921	GO:0005886	GO:0038154	RO:0002629	UniProtKB:P40189	GO:0015026	GO:0005886	GO:0038154	gomodel:626b20c100001212	production
UniProtKB:P40189	GO:0015026	GO:0005886	GO:0038154	RO:0002629	UniProtKB:P23458	GO:0004713	GO:0031234	GO:0038154	gomodel:626b20c100001212	production
UniProtKB:P23458	GO:0004713	GO:0031234	GO:0038154	RO:0002629	UniProtKB:P40763	GO:0003700	GO:0005634	GO:0038154,GO:0030154	gomodel:626b20c100001212	production
REACTO:R-HSA-2318769	GO:0004051	GO:0005829	GO:0006691	RO:0002413	REACTO:R-HSA-266038	GO:0004463	GO:0005829	GO:0006691	gomodel:R-HSA-2142691	development
REACTO:R-HSA-2161611	GO:0097258	GO:0005789	GO:0006691	RO:0002413	REACTO:R-HSA-2161611	GO:0097259	GO:0005789	GO:0006691	gomodel:R-HSA-2142691	development
REACTO:R-HSA-2161915	GO:0097262	GO:0005829	GO:0006691	RO:0002413	REACTO:R-HSA-2161751	GO:0097263	GO:0005829	GO:0006691	gomodel:R-HSA-2142691	development
REACTO:R-HSA-2142729	GO:0097261	GO:0005829	GO:0006691	RO:0002413	REACTO:R-HSA-2161915	GO:0097262	GO:0005829	GO:0006691	gomodel:R-HSA-2142691	development
REACTO:R-HSA-2161611	GO:0097258	GO:0005789	GO:0006691	RO:0002413	REACTO:R-HSA-2161598	GO:0097259	GO:0005829	GO:0006691	gomodel:R-HSA-2142691	development
REACTO:R-HSA-2318769	GO:0004051	GO:0005829	GO:0006691	RO:0002413	REACTO:R-HSA-2142744	GO:0097260	GO:0005829	GO:0006691	gomodel:R-HSA-2142691	development
REACTO:R-HSA-266068	GO:0140359	GO:0005886	GO:0006691	RO:0002413	REACTO:R-HSA-2162130	GO:0036374	GO:0005886	GO:0006691	gomodel:R-HSA-2142691	development
REACTO:R-HSA-2318769	GO:0004051	GO:0005829	GO:0006691	RO:0002413	REACTO:R-HSA-2142729	GO:0004464	GO:0005829	GO:0006691	gomodel:R-HSA-2142691	development
REACTO:R-HSA-2142729	GO:0004464	GO:0005829	GO:0006691	RO:0002413	REACTO:R-HSA-266068	GO:0140359	GO:0005886	GO:0006691	gomodel:R-HSA-2142691	development
UniProtKB:Q9H0H3	GO:1990756		GO:0006511,GO:0046321,GO:0032831	RO:0002409	UniProtKB:P53396	GO:0003878	GO:0005829	GO:0006633	gomodel:62900b6400000602	production
REACTO:R-HSA-71520	GO:0004689	GO:0005829	GO:0005980	RO:0002411	REACTO:R-HSA-453340	GO:0008184	GO:0005829	GO:0005980	gomodel:R-HSA-70221	development
REACTO:R-HSA-71534	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-71534	GO:0004689	GO:0005829	GO:0005980	gomodel:R-HSA-70221	development
MGI:MGI:2385089	GO:0140827		GO:0051604	RO:0002629	MGI:MGI:1922874	GO:0004177		GO:0051604	gomodel:62900b6400001815	production
UniProtKB:P0DP23	GO:0005509		GO:0035458,GO:0046427	RO:0002629	UniProtKB:P0DP23	GO:0043539		GO:0035458,GO:0046427	gomodel:62b4ffe300005467	production
UniProtKB:A7XRY0	GO:1904091		GO:1900796	RO:0002413	UniProtKB:A7XRY3	GO:0004659		GO:1900796	gomodel:62b4ffe300004209	production
REACTO:R-HSA-984807	GO:0004713		GO:0008150	RO:0002629	REACTO:R-HSA-1169086	GO:0004629		GO:0008150	gomodel:R-HSA-983695	development
REACTO:R-HSA-9606165	GO:0004713		GO:0008150	RO:0002413	REACTO:R-HSA-984807	GO:0004713		GO:0008150	gomodel:R-HSA-983695	development
REACTO:R-HSA-9606165	GO:0004713		GO:0008150	RO:0002629	REACTO:R-HSA-984807	GO:0004713		GO:0008150	gomodel:R-HSA-983695	development
REACTO:R-HSA-1861712	GO:0004713		GO:0008150	RO:0002413	REACTO:R-HSA-1861712	GO:0004713		GO:0008150	gomodel:R-HSA-983695	development
REACTO:R-HSA-1861712	GO:0004713		GO:0008150	RO:0002629	REACTO:R-HSA-1861712	GO:0004713		GO:0008150	gomodel:R-HSA-983695	development
REACTO:R-HSA-1861712	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-1861712	GO:0004713		GO:0008150	gomodel:R-HSA-983695	development
MGI:MGI:97365	GO:0047975		GO:0032263	RO:0002413	MGI:MGI:96217	GO:0052657		GO:0032263	gomodel:60897d8500000524	production
MGI:MGI:2442420	GO:0004034		GO:0033499	RO:0002413	MGI:MGI:95730	GO:0004335		GO:0033499	gomodel:622aace900000790	production
MGI:MGI:95730	GO:0004335		GO:0033499	RO:0002413	MGI:MGI:95638	GO:0008108		GO:0033499	gomodel:622aace900000790	production
MGI:MGI:1921496	GO:0003978		GO:0033499	RO:0002413	MGI:MGI:95638	GO:0008108		GO:0033499	gomodel:622aace900000790	production
MGI:MGI:95638	GO:0008108		GO:0033499	RO:0002413	MGI:MGI:97564	GO:0004614		GO:0033499	gomodel:622aace900000790	production
MGI:MGI:95638	GO:0008108		GO:0033499	RO:0002413	MGI:MGI:1921496	GO:0003978		GO:0033499	gomodel:622aace900000790	production
MGI:MGI:95638	GO:0008108		GO:0033499	RO:0002413	MGI:MGI:97565	GO:0004614		GO:0033499	gomodel:622aace900000790	production
MGI:MGI:97365	GO:0004731		GO:0044209	RO:0002413	MGI:MGI:96217	GO:0004422		GO:0044209	gomodel:60ff660000001341	production
MGI:MGI:96217	GO:0004422		GO:0044209	RO:0002413	MGI:MGI:87947	GO:0004019		GO:0044209	gomodel:60ff660000001341	production
UniProtKB:Q92993	GO:0061733		GO:0045663	RO:0002629	UniProtKB:Q06945	GO:0003700		GO:0045663,GO:0045944	gomodel:617b481400000720	production
UniProtKB:Q92993	GO:0061733		GO:0045663	RO:0002630	UniProtKB:Q06945	GO:0005515		GO:0045662,GO:0000122	gomodel:617b481400000720	production
UniProtKB:A0A482N9T9	GO:0016631		GO:0140781	RO:0002629	UniProtKB:A0A482N9V7	GO:0016218		GO:0140781	gomodel:62b4ffe300002596	production
UniProtKB:A0A482N9V7	GO:0016218		GO:0140781	RO:0002413	UniProtKB:A0A482N9V7	GO:1904091		GO:0140781	gomodel:62b4ffe300002596	production
REACTO:R-HSA-210620	GO:0004713		GO:0008150	RO:0002413	REACTO:R-HSA-2586516	GO:0004713		GO:0008150	gomodel:R-HSA-2586552	development
REACTO:R-HSA-210620	GO:0004713		GO:0008150	RO:0002629	REACTO:R-HSA-2586516	GO:0004713		GO:0008150	gomodel:R-HSA-2586552	development
REACTO:R-HSA-55459	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-55459	GO:0003924		GO:0022400	gomodel:R-HSA-2514859	development
REACTO:R-HSA-936957	GO:0004674		GO:0002755	RO:0002413	REACTO:R-HSA-936957	GO:0004674		GO:0002755	gomodel:R-HSA-166058	development
REACTO:R-HSA-936957	GO:0004674		GO:0002755	RO:0002629	REACTO:R-HSA-936957	GO:0004674		GO:0002755	gomodel:R-HSA-166058	development
REACTO:R-HSA-936957	GO:0004674		GO:0002755	RO:0002413	REACTO:R-HSA-166279	GO:0004674		GO:0002755	gomodel:R-HSA-166058	development
REACTO:R-HSA-936957	GO:0004674		GO:0002755	RO:0002629	REACTO:R-HSA-166279	GO:0004674		GO:0002755	gomodel:R-HSA-166058	development
MGI:MGI:2152972	GO:0030674		GO:0030073	RO:0002629	MGI:MGI:97843	GO:0030674		GO:0030073	gomodel:62f58d8800005633	production
REACTO:R-HSA-9674547	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-9674547	GO:0004713		GO:0019221	gomodel:R-HSA-9674555	development
MGI:MGI:1916969	GO:0004070		GO:0044205	RO:0002413	MGI:MGI:1916969	GO:0004151		GO:0044205,GO:0004152	gomodel:60ad85f700003288	production
MGI:MGI:1916969	GO:0004151		GO:0044205,GO:0004152	BFO:0000050	MGI:MGI:1928378	GO:0004152		GO:0044205	gomodel:60ad85f700003288	production
MGI:MGI:1928378	GO:0004152		GO:0044205	RO:0002413	MGI:MGI:1298388	GO:0004588		GO:0044205	gomodel:60ad85f700003288	production
REACTO:R-HSA-9610125	GO:0004674		GO:0000165	RO:0002411	REACTO:R-HSA-9610125	GO:0004674		GO:0000165	gomodel:R-HSA-170968	development
REACTO:R-HSA-9610125	GO:0004674		GO:0000165	RO:0002413	REACTO:R-HSA-5672716	GO:0004674		GO:0000165	gomodel:R-HSA-170968	development
REACTO:R-HSA-9610125	GO:0004674		GO:0000165	RO:0002629	REACTO:R-HSA-5672716	GO:0004674		GO:0000165	gomodel:R-HSA-170968	development
REACTO:R-HSA-61459	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-61459	GO:0004674		GO:0032148	gomodel:R-HSA-6804757	development
REACTO:R-HSA-9026521	GO:0004713		GO:0046579	RO:0002411	REACTO:R-HSA-64847	GO:0005085		GO:0046579	gomodel:R-HSA-9026519	development
REACTO:R-HSA-180499	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-180499	GO:0004713		GO:0008150	gomodel:R-HSA-202427	development
REACTO:R-HSA-169690	GO:0015278		GO:0050909	RO:0002411	REACTO:R-HSA-443375	GO:0005272		GO:0050909	gomodel:R-HSA-9717207	development
REACTO:R-HSA-169690	GO:0015278		GO:0050909	RO:0002411	REACTO:R-HSA-443374	GO:0005272		GO:0050909	gomodel:R-HSA-9717207	development
REACTO:R-HSA-169690	GO:0015278		GO:0050909	RO:0002411	REACTO:R-HSA-443377	GO:0005272		GO:0050909	gomodel:R-HSA-9717207	development
UniProtKB:P68400	GO:0004674		GO:0017148	RO:0002629	UniProtKB:Q06787	GO:0035591		GO:0017148	gomodel:63894f2500001378	production
UniProtKB:Q06787	GO:0003729		GO:0017148	RO:0002629	UniProtKB:Q06787	GO:0035591		GO:0017148	gomodel:63894f2500001378	production
MGI:MGI:97613	GO:0004435		GO:0007200	RO:0002413	MGI:MGI:96623	GO:0005220		GO:0007200	gomodel:62f58d8800003012	production
REACTO:R-HSA-166366	GO:0004842		GO:0008150	RO:0002413	REACTO:R-HSA-168163	GO:0004674		GO:0008150	gomodel:R-HSA-202424	development
REACTO:R-HSA-264843	GO:0038024		GO:0015889	RO:0002413	REACTO:R-HSA-264843	GO:0038024		GO:0015889	gomodel:R-HSA-9758881	development
REACTO:R-HSA-264843	GO:0038024		GO:0015889	RO:0002629	REACTO:R-HSA-264843	GO:0038024		GO:0015889	gomodel:R-HSA-9758881	development
REACTO:R-HSA-168114	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-168114	GO:0004674		GO:0002479	gomodel:R-HSA-1236974	development
REACTO:R-HSA-168379	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-168379	GO:0004674		GO:0032481	gomodel:R-HSA-3270619	development
REACTO:R-HSA-374911	GO:0000149	GO:0045334	GO:0006836	RO:0002413	REACTO:R-HSA-374939	GO:0000149	GO:0005886	GO:0006836	gomodel:R-HSA-181430	development
REACTO:R-HSA-374911	GO:0000149	GO:0045334	GO:0006836	RO:0002629	REACTO:R-HSA-374939	GO:0000149	GO:0005886	GO:0006836	gomodel:R-HSA-181430	development
REACTO:R-HSA-2901780	GO:0005326	GO:0005886	GO:0006836	RO:0002411	REACTO:R-HSA-141332	GO:0008131	GO:0005741	GO:0042133	gomodel:R-HSA-181430	development
REACTO:R-HSA-3149551	GO:0008705	GO:0005829	GO:0009235	RO:0002413	REACTO:R-HSA-3149516	GO:0008705	GO:0005829	GO:0009235	gomodel:R-HSA-9759218	development
REACTO:R-HSA-3149551	GO:0008705	GO:0005829	GO:0009235	RO:0002629	REACTO:R-HSA-3149516	GO:0008705	GO:0005829	GO:0009235	gomodel:R-HSA-9759218	development
REACTO:R-HSA-61459	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-61459	GO:0004674		GO:0032148	gomodel:R-HSA-9604323	development
MGI:MGI:102805	GO:0043262	GO:0009897	GO:0046032	RO:0002413	MGI:MGI:99782	GO:0008253	GO:0009897	GO:0006196,GO:0046032	gomodel:5fa76ad400000018	production
MGI:MGI:1096353	GO:0004454	GO:0005829	GO:0061624	RO:0002413	MGI:MGI:87995	GO:0061609	GO:0005829	GO:0061624	gomodel:622aace900000413	production
MGI:MGI:87995	GO:0061609	GO:0005829	GO:0061624	RO:0002413	MGI:MGI:2385084	GO:0050354	GO:0005829	GO:0061624	gomodel:622aace900000413	production
MGI:MGI:109406	GO:0005179	UBERON:0002108,GO:0005615	GO:0009609,GO:2000972	RO:0002629	MGI:MGI:1860765	GO:0016500	GO:0016020,UBERON:0001264	GO:2000972	gomodel:6348a65d00000394	production
UniProtKB:Q06141	GO:0005179	GO:0005615,UBERON:0002108	GO:0009609,GO:2000972	RO:0002629	UniProtKB:O43909	GO:0016500	UBERON:0001264,GO:0005886	GO:2000972	gomodel:6348a65d00000809	production
REACTO:R-HSA-209660	GO:0051033	GO:0005654	GO:0010586	RO:0002413	REACTO:R-HSA-203820	GO:0004525	GO:0005829	GO:0010586	gomodel:R-HSA-203927	development
REACTO:R-HSA-209680	GO:0003899	GO:0005654	GO:0006351	RO:0002411	REACTO:R-HSA-203817	GO:0004525	GO:0005654	GO:0010586	gomodel:R-HSA-203927	development
REACTO:R-HSA-847721	GO:0003723	GO:0005654	GO:0010586	RO:0002413	REACTO:R-HSA-209660	GO:0051033	GO:0005654	GO:0010586	gomodel:R-HSA-203927	development
REACTO:R-HSA-847721	GO:0003723	GO:0005654	GO:0010586	RO:0002629	REACTO:R-HSA-209660	GO:0051033	GO:0005654	GO:0010586	gomodel:R-HSA-203927	development
REACTO:R-HSA-203817	GO:0004525	GO:0005654	GO:0010586	RO:0002413	REACTO:R-HSA-847721	GO:0003723	GO:0005654	GO:0010586	gomodel:R-HSA-203927	development
REACTO:R-HSA-209660	GO:0051033	GO:0005654	GO:0010586	RO:0002411	REACTO:R-HSA-5578737	GO:0008171	GO:0005829	GO:0010586	gomodel:R-HSA-203927	development
REACTO:R-HSA-61459	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-61459	GO:0004674		GO:0032148	gomodel:R-HSA-8948751	development
MGI:MGI:97050	GO:0030060	GO:0005759	GO:0006090	RO:0002413	MGI:MGI:2147351	GO:0004471	GO:0005759	GO:0006090	gomodel:6348a65d00001281	production
MGI:MGI:97050	GO:0030060	GO:0005759	GO:0006090	RO:0002413	MGI:MGI:1916679	GO:0004473	GO:0005759	GO:0006090	gomodel:6348a65d00001281	production
UniProtKB:Q92616	GO:0170011	GO:0022626	GO:0072344	RO:0002629	UniProtKB:Q9P2K8	GO:0004694	GO:0005829	GO:0140469	gomodel:63d320cd00001779	production
UniProtKB:Q9P2K8	GO:0004694	GO:0005829	GO:0140469	RO:0002630	UniProtKB:P05198	GO:0003743	GO:0005829	GO:0006413	gomodel:63d320cd00001779	production
UniProtKB:Q09472	GO:0061733	GO:0005829	GO:0045721	RO:0002630	UniProtKB:P35558	GO:0004613	GO:0005829	GO:0006094	gomodel:6205c24300000814	production
